country,year,labour_participation_rate,birth_rate,fertility_rate,mean_age_bearing,housing_value,total_deaths,death_rate,life_expectancy,total_pop,male_pop,female_pop,pop_density,median_age,pop_growth_rate,gender_wage_gap_perc,average_wage_rate,internet_access_perc,education_rate,crude_marriage_rate,crude_divorce_rate,suicide_rate,time
Denmark,2018,78.24710551,60,1.73,31.2,114.5287863,55,9.6,81.0,5767,2866,2900,136.0,41.1,0.5,4.86320601,59730.57655,92.6641,39.44791,5.6,2.6,9.7,13
Denmark,2005,65.56370231,65,1.8,30.2,82.97095743,55,10.1,78.2,5436,2691,2745,128.2,38.5,0.39,10.16733044,52618.29495,74.9174,33.544121,6.7,2.8,11.8,0
Denmark,2006,65.80746583,65,1.84,30.3,102.9257573,56,10.2,78.2,5458,2702,2755,128.7,38.8,0.4,10.17206126,53504.7617,78.7298,34.719662,6.7,2.6,12.0,1
Denmark,2007,65.59203976,64,1.85,30.4,105.6767642,56,10.2,78.3,5480,2714,2766,129.3,39.0,0.4,9.850297951,54101.2627,78.0544,30.903458,6.7,2.6,10.6,2
Denmark,2008,64.88173625,65,1.88,30.4,100.2002505,55,10.0,78.7,5503,2726,2776,129.8,39.2,0.44,10.18354903,54817.45942,81.8811,31.126369,6.8,2.7,11.0,3
Denmark,2009,64.35688523,63,1.84,30.5,88.19722049,55,10.0,79.0,5526,2739,2788,130.4,39.4,0.42,10.17200506,56145.47174,82.534,32.001427,6.0,2.7,11.2,4
Denmark,2010,63.44668678,63,1.86,30.6,90.67297668,54,9.8,79.2,5551,2752,2799,130.9,39.6,0.46,8.895098479,56776.1762,86.0984,33.002644,5.6,2.6,10.1,5
Denmark,2011,62.9891997,59,1.76,30.7,89.12222281,53,9.5,79.8,5576,2765,2811,131.5,39.7,0.44,7.947197254,56477.18035,90.0828,33.662952,4.9,2.6,10.5,6
Denmark,2012,62.25833138,58,1.73,30.8,86.74696687,52,9.4,80.1,5601,2778,2823,132.1,39.9,0.45,6.999844876,56392.86456,91.9976,34.639698,5.1,2.8,11.6,7
Denmark,2013,61.41032281,56,1.66,30.8,90.09772524,53,9.4,80.3,5625,2791,2834,132.7,40.2,0.42,6.768911945,56786.74813,92.7135,35.204632,4.9,3.4,10.6,8
Denmark,2014,61.2533175,57,1.69,30.9,93.49873375,52,9.1,80.6,5651,2805,2846,133.3,40.4,0.47,6.323865695,57870.4064,93.1202,35.667145,5.0,3.4,11.0,9
Denmark,2015,61.30496581,58,1.72,31.0,100.0,53,9.3,80.7,5678,2819,2859,133.9,40.6,0.48,5.836048113,58890.23365,91.74,36.565422,5.1,2.9,9.7,10
Denmark,2016,61.63747886,61,1.78,31.0,104.7265118,53,9.3,80.9,5707,2835,2872,134.6,40.8,0.54,5.732628038,58879.14127,94.3436,37.766045,5.4,3.0,9.9,11
Denmark,2017,61.7027931,60,1.75,31.1,109.3777734,53,9.3,81.1,5737,2851,2886,135.3,40.9,0.53,5.296691966,59219.7467,97.0007,38.889214,5.5,2.6,9.8,12
Denmark,2018,61.79631121,60,1.73,31.2,114.5287863,55,9.6,81.0,5767,2866,2900,136.0,41.1,0.5,4.86320601,59730.57655,92.6641,39.44791,5.6,2.6,9.7,13
France,2006,69.32621484,786,1.97,29.8,95.825,516,8.5,80.7,60919,29513,31406,110.5,38.2,0.69,9.390746679,43989.84264,40.9315,26.183411,4.3,2.2,17.0,1
France,2010,69.98420605,798,2.02,30.0,100.575,541,8.7,81.4,62445,30225,32219,113.3,39.1,0.55,9.118807541,46386.11186,73.6061,29.006897,3.9,2.1,16.3,5
France,2014,71.01438673,774,1.98,30.3,101.925,547,8.6,82.5,63588,30761,32828,115.3,40.2,0.4,9.872102318,47318.5318,82.9556,33.539047,3.6,1.9,13.5,9
France,2006,56.04793757,786,1.97,29.8,95.825,516,8.5,80.7,60919,29513,31406,110.5,38.2,0.69,9.390746679,43989.84264,40.9315,26.183411,4.3,2.2,17.0,1
France,2010,56.42119618,798,2.02,30.0,100.575,541,8.7,81.4,62445,30225,32219,113.3,39.1,0.55,9.118807541,46386.11186,73.6061,29.006897,3.9,2.1,16.3,5
France,2014,56.10198279,774,1.98,30.3,101.925,547,8.6,82.5,63588,30761,32828,115.3,40.2,0.4,9.872102318,47318.5318,82.9556,33.539047,3.6,1.9,13.5,9
Germany,2005,73.83872437,673,1.34,29.4,83.34620837,830,10.2,79.3,81212,39535,41677,233.0,41.2,-0.07,16.81415929,48589.67094,61.6383,24.552816,4.7,2.4,11.8,0
Germany,2006,74.9940523,662,1.34,29.6,83.02120755,822,10.1,79.6,81178,39548,41630,232.9,41.6,-0.02,18.54252199,48580.36155,67.1077,23.947578,4.5,2.3,11.1,1
Germany,2007,75.63094822,673,1.37,29.8,81.24520311,827,10.2,79.7,81184,39589,41595,232.9,42.0,0.03,16.95906433,48432.54399,70.6745,24.299988,4.5,2.3,10.6,2
Germany,2008,75.94247314,674,1.38,29.9,82.34570586,845,10.4,79.8,81217,39653,41564,233.0,42.4,0.05,16.95906433,48649.56612,74.8754,25.400061,4.6,2.3,10.6,3
Germany,2009,76.36630281,660,1.36,30.1,83.02095755,856,10.5,79.9,81261,39728,41532,233.1,42.8,0.06,16.95859873,48659.32948,79.069,26.385326,4.6,2.3,10.7,4
Germany,2010,76.64187312,675,1.39,30.3,83.87120968,859,10.6,80.1,81325,39816,41509,233.3,43.2,0.1,16.69471558,49085.44182,82.4875,26.609148,4.7,2.3,11.2,5
Germany,2011,77.31726417,673,1.39,30.4,86.79721699,853,10.5,80.4,81423,39921,41503,233.6,43.6,0.14,16.94444444,50075.88824,83.2549,27.562323,4.6,2.3,11.2,6
Germany,2012,77.22143865,685,1.41,30.5,89.77272443,870,10.7,80.5,81546,40036,41509,234.0,43.9,0.16,16.30434783,50743.60189,85.4999,28.121572,4.8,2.2,10.8,7
Germany,2013,77.62048823,692,1.42,30.7,92.5982315,895,11.0,80.5,81681,40156,41525,234.3,44.2,0.17,14.32328767,51221.47315,87.747,28.47327,4.6,2.1,11.2,8
Germany,2014,77.74278016,720,1.47,30.8,95.49898875,872,10.7,80.9,81859,40291,41568,234.8,44.5,0.27,17.1875,52080.36012,89.4741,27.057884,4.8,2.1,11.2,9
Germany,2015,77.63213384,740,1.51,30.8,100.0,927,11.3,80.6,82073,40435,41638,235.5,44.7,0.26,16.13722999,53277.93379,90.2891,27.638235,4.9,2.0,10.9,10
Germany,2016,77.93652634,784,1.59,30.8,107.5272688,911,11.1,80.8,82331,40590,41742,236.2,44.9,0.37,15.82914573,54093.91047,92.1352,28.291723,5.0,2.0,10.6,11
Germany,2017,78.24469443,783,1.58,31.0,114.1037853,933,11.3,80.9,82624,40751,41874,237.0,45.0,0.34,14.4278607,54663.85502,92.8571,28.58337,4.9,1.9,9.9,12
Germany,2018,78.6457181,779,1.56,31.1,121.6808042,908,11.0,81.2,82897,40895,42002,237.8,45.0,0.32,15.44439048,55442.56369,94.3939,29.065134,5.4,1.8,10.0,13
Germany,2019,79.23667582,772,1.54,31.2,128.7073218,893,10.8,81.6,83148,41024,42125,238.5,45.0,0.29,13.98721731,56332.16095,94.8293,29.900126,5.0,1.8,9.6,14
Germany,2020,78.55127308,760,1.52,31.1,138.6848467,972,11.7,81.1,83329,41115,42214,239.1,45.0,0.15,14.20261755,55920.66909,95.7951,31.255043,4.5,1.7,9.7,15
Germany,2005,58.47736567,673,1.34,29.4,83.34620837,830,10.2,79.3,81212,39535,41677,233.0,41.2,-0.07,16.81415929,48589.67094,61.6383,24.552816,4.7,2.4,11.8,0
Germany,2006,59.02403662,662,1.34,29.6,83.02120755,822,10.1,79.6,81178,39548,41630,232.9,41.6,-0.02,18.54252199,48580.36155,67.1077,23.947578,4.5,2.3,11.1,1
Germany,2007,59.20292016,673,1.37,29.8,81.24520311,827,10.2,79.7,81184,39589,41595,232.9,42.0,0.03,16.95906433,48432.54399,70.6745,24.299988,4.5,2.3,10.6,2
Germany,2008,59.29857928,674,1.38,29.9,82.34570586,845,10.4,79.8,81217,39653,41564,233.0,42.4,0.05,16.95906433,48649.56612,74.8754,25.400061,4.6,2.3,10.6,3
Germany,2009,59.45957477,660,1.36,30.1,83.02095755,856,10.5,79.9,81261,39728,41532,233.1,42.8,0.06,16.95859873,48659.32948,79.069,26.385326,4.6,2.3,10.7,4
Germany,2010,59.51994302,675,1.39,30.3,83.87120968,859,10.6,80.1,81325,39816,41509,233.3,43.2,0.1,16.69471558,49085.44182,82.4875,26.609148,4.7,2.3,11.2,5
Germany,2011,60.11606206,673,1.39,30.4,86.79721699,853,10.5,80.4,81423,39921,41503,233.6,43.6,0.14,16.94444444,50075.88824,83.2549,27.562323,4.6,2.3,11.2,6
Germany,2012,60.05405562,685,1.41,30.5,89.77272443,870,10.7,80.5,81546,40036,41509,234.0,43.9,0.16,16.30434783,50743.60189,85.4999,28.121572,4.8,2.2,10.8,7
Germany,2013,60.34475272,692,1.42,30.7,92.5982315,895,11.0,80.5,81681,40156,41525,234.3,44.2,0.17,14.32328767,51221.47315,87.747,28.47327,4.6,2.1,11.2,8
Germany,2014,60.40757543,720,1.47,30.8,95.49898875,872,10.7,80.9,81859,40291,41568,234.8,44.5,0.27,17.1875,52080.36012,89.4741,27.057884,4.8,2.1,11.2,9
Germany,2015,60.16900278,740,1.51,30.8,100.0,927,11.3,80.6,82073,40435,41638,235.5,44.7,0.26,16.13722999,53277.93379,90.2891,27.638235,4.9,2.0,10.9,10
Germany,2016,61.00754117,784,1.59,30.8,107.5272688,911,11.1,80.8,82331,40590,41742,236.2,44.9,0.37,15.82914573,54093.91047,92.1352,28.291723,5.0,2.0,10.6,11
Germany,2017,61.20986836,783,1.58,31.0,114.1037853,933,11.3,80.9,82624,40751,41874,237.0,45.0,0.34,14.4278607,54663.85502,92.8571,28.58337,4.9,1.9,9.9,12
Germany,2018,61.28298791,779,1.56,31.1,121.6808042,908,11.0,81.2,82897,40895,42002,237.8,45.0,0.32,15.44439048,55442.56369,94.3939,29.065134,5.4,1.8,10.0,13
Germany,2019,61.91633563,772,1.54,31.2,128.7073218,893,10.8,81.6,83148,41024,42125,238.5,45.0,0.29,13.98721731,56332.16095,94.8293,29.900126,5.0,1.8,9.6,14
Germany,2020,60.66996252,760,1.52,31.1,138.6848467,972,11.7,81.1,83329,41115,42214,239.1,45.0,0.15,14.20261755,55920.66909,95.7951,31.255043,4.5,1.7,9.7,15
Greece,2006,66.66709197,112,1.38,30.0,154.57875,108,9.8,79.7,11106,5515,5591,84.9,39.1,-0.1,17.72575251,33192.70113,23.1227,22.428827,5.2,1.2,3.4,1
Greece,2010,67.83654429,111,1.45,30.4,152.88,110,10.0,80.5,11034,5450,5584,84.3,40.5,-0.22,9.90990991,32664.85564,46.3512,24.744848,5.1,1.2,3.2,5
Greece,2014,67.42650457,91,1.27,31.1,105.32025,113,10.4,81.0,10863,5338,5525,83.0,42.0,-0.49,7.171581769,26818.60886,65.5507,28.105659,4.9,1.3,4.9,9
Greece,2006,53.07924354,112,1.38,30.0,154.57875,108,9.8,79.7,11106,5515,5591,84.9,39.1,-0.1,17.72575251,33192.70113,23.1227,22.428827,5.2,1.2,3.4,1
Greece,2010,53.50456298,111,1.45,30.4,152.88,110,10.0,80.5,11034,5450,5584,84.3,40.5,-0.22,9.90990991,32664.85564,46.3512,24.744848,5.1,1.2,3.2,5
Greece,2014,51.82707502,91,1.27,31.1,105.32025,113,10.4,81.0,10863,5338,5525,83.0,42.0,-0.49,7.171581769,26818.60886,65.5507,28.105659,4.9,1.3,4.9,9
Hungary,2007,61.62989397,98,1.32,28.8,98.91,133,13.2,73.4,10041,4768,5273,110.9,38.2,-0.21,3.648106127,22705.06397,37.721,18.048761,4.1,2.5,24.2,2
Hungary,2008,61.19881282,99,1.34,28.9,101.2575,130,13.0,74.0,10024,4760,5264,110.7,38.5,-0.15,2.22065446,23021.29563,46.6284,19.197906,4.0,2.5,24.3,3
Hungary,2009,61.22536589,96,1.32,29.0,95.9525,130,13.0,74.2,10009,4753,5255,110.6,38.7,-0.15,3.87608807,21704.9517,53.4194,19.86219,3.7,2.4,24.1,4
Hungary,2010,61.91805225,90,1.25,29.3,93.66,130,13.1,74.5,9987,4744,5243,110.3,38.9,-0.28,6.381712252,21991.45153,58.4144,20.121918,3.6,2.4,24.3,5
Hungary,2011,62.36567253,89,1.24,29.4,90.4475,128,12.9,74.9,9953,4731,5222,109.9,39.4,-0.39,6.863905325,22275.50232,63.2174,21.124001,3.6,2.3,23.6,6
Hungary,2012,63.71336381,90,1.33,29.4,87.0975,129,13.1,75.2,9922,4721,5201,109.6,39.9,-0.24,11.33246244,21533.79856,66.8127,22.046715,3.6,2.2,22.8,7
Hungary,2013,64.69729842,90,1.36,29.4,84.87,127,12.8,75.7,9895,4710,5185,109.3,40.2,-0.32,8.723650635,21310.77882,69.6587,22.505821,3.7,2.0,20.2,8
Hungary,2014,66.98290834,93,1.43,29.4,88.4275,126,12.8,75.8,9868,4700,5168,109.0,40.5,-0.22,3.772605527,21030.70134,73.062,23.356073,3.9,2.0,18.5,9
Hungary,2015,68.64420588,92,1.45,29.5,100.0,132,13.4,75.7,9844,4693,5152,108.7,40.7,-0.26,9.523809524,21193.70197,75.6375,24.242552,4.7,2.1,18.0,10
Hungary,2016,70.13491978,95,1.53,29.5,113.3775,127,12.9,76.2,9815,4682,5133,108.4,41.1,-0.34,9.364317181,21385.99002,79.1842,23.713329,5.3,2.0,16.9,11
Hungary,2017,71.15767618,94,1.54,29.6,127.24,132,13.5,76.0,9789,4674,5115,108.1,41.4,-0.2,5.320268655,22932.87953,82.3511,24.054041,5.2,1.9,15.7,12
Hungary,2018,71.94344227,93,1.55,29.8,145.495,131,13.4,76.2,9776,4674,5102,108.0,41.8,-0.06,5.063214286,24056.02535,83.3089,25.101177,5.2,1.7,15.9,13
Hungary,2019,72.61945357,92,1.55,29.8,170.1675,129,13.3,76.5,9772,4679,5093,107.9,42.1,-0.03,12.7536732,24852.7036,86.2009,25.981535,6.7,1.8,14.8,14
Hungary,2007,54.70382837,98,1.32,28.8,98.91,133,13.2,73.4,10041,4768,5273,110.9,38.2,-0.21,3.648106127,22705.06397,37.721,18.048761,4.1,2.5,24.2,2
Hungary,2008,54.28868677,99,1.34,28.9,101.2575,130,13.0,74.0,10024,4760,5264,110.7,38.5,-0.15,2.22065446,23021.29563,46.6284,19.197906,4.0,2.5,24.3,3
Hungary,2009,54.26892792,96,1.32,29.0,95.9525,130,13.0,74.2,10009,4753,5255,110.6,38.7,-0.15,3.87608807,21704.9517,53.4194,19.86219,3.7,2.4,24.1,4
Hungary,2010,54.83576284,90,1.25,29.3,93.66,130,13.1,74.5,9987,4744,5243,110.3,38.9,-0.28,6.381712252,21991.45153,58.4144,20.121918,3.6,2.4,24.3,5
Hungary,2011,50.67888587,89,1.24,29.4,90.4475,128,12.9,74.9,9953,4731,5222,109.9,39.4,-0.39,6.863905325,22275.50232,63.2174,21.124001,3.6,2.3,23.6,6
Hungary,2012,51.66134104,90,1.33,29.4,87.0975,129,13.1,75.2,9922,4721,5201,109.6,39.9,-0.24,11.33246244,21533.79856,66.8127,22.046715,3.6,2.2,22.8,7
Hungary,2013,52.17993356,90,1.36,29.4,84.87,127,12.8,75.7,9895,4710,5185,109.3,40.2,-0.32,8.723650635,21310.77882,69.6587,22.505821,3.7,2.0,20.2,8
Hungary,2014,53.68346074,93,1.43,29.4,88.4275,126,12.8,75.8,9868,4700,5168,109.0,40.5,-0.22,3.772605527,21030.70134,73.062,23.356073,3.9,2.0,18.5,9
Hungary,2015,54.75758548,92,1.45,29.5,100.0,132,13.4,75.7,9844,4693,5152,108.7,40.7,-0.26,9.523809524,21193.70197,75.6375,24.242552,4.7,2.1,18.0,10
Hungary,2016,55.6968739,95,1.53,29.5,113.3775,127,12.9,76.2,9815,4682,5133,108.4,41.1,-0.34,9.364317181,21385.99002,79.1842,23.713329,5.3,2.0,16.9,11
Hungary,2017,56.27331553,94,1.54,29.6,127.24,132,13.5,76.0,9789,4674,5115,108.1,41.4,-0.2,5.320268655,22932.87953,82.3511,24.054041,5.2,1.9,15.7,12
Hungary,2018,56.73099641,93,1.55,29.8,145.495,131,13.4,76.2,9776,4674,5102,108.0,41.8,-0.06,5.063214286,24056.02535,83.3089,25.101177,5.2,1.7,15.9,13
Hungary,2019,57.09920718,92,1.55,29.8,170.1675,129,13.3,76.5,9772,4679,5093,107.9,42.1,-0.03,12.7536732,24852.7036,86.2009,25.981535,6.7,1.8,14.8,14
Iceland,2006,86.23877143,4,2.08,29.5,70.79167698,2,6.3,81.2,304,154,150,3.0,33.5,2.55,23.2696281,63492.27029,83.018,30.411818,5.5,1.6,10.9,1
Iceland,2010,84.10821967,5,2.19,30.0,72.01993005,2,6.4,81.7,318,160,158,3.2,33.9,0.26,16.46039604,50508.19943,92.0358,31.298735,4.9,1.8,15.0,5
Iceland,2006,81.57254007,4,2.08,29.5,70.79167698,2,6.3,81.2,304,154,150,3.0,33.5,2.55,23.2696281,63492.27029,83.018,30.411818,5.5,1.6,10.9,1
Iceland,2010,79.66864694,5,2.19,30.0,72.01993005,2,6.4,81.7,318,160,158,3.2,33.9,0.26,16.46039604,50508.19943,92.0358,31.298735,4.9,1.8,15.0,5
Ireland,2006,71.84456793,64,1.91,31.3,151.417,28,6.7,79.2,4235,2118,2117,61.9,32.4,3.09,19.6020196,43408.38297,49.9535,31.095585,5.2,0.9,10.7,1
Ireland,2010,71.57076237,75,2.06,31.4,105.976,28,6.1,80.5,4525,2247,2277,66.2,33.3,0.45,14.34586466,50349.61866,71.6895,37.584061,4.5,0.7,10.8,5
Ireland,2014,71.84764266,67,1.9,31.7,89.72325,29,6.3,81.3,4622,2287,2335,67.6,35.0,0.84,10.60606061,47981.40666,82.1681,40.967049,4.7,0.6,10.8,9
Ireland,2006,63.06682967,64,1.91,31.3,151.417,28,6.7,79.2,4235,2118,2117,61.9,32.4,3.09,19.6020196,43408.38297,49.9535,31.095585,5.2,0.9,10.7,1
Ireland,2010,62.53423254,75,2.06,31.4,105.976,28,6.1,80.5,4525,2247,2277,66.2,33.3,0.45,14.34586466,50349.61866,71.6895,37.584061,4.5,0.7,10.8,5
Ireland,2014,61.68541572,67,1.9,31.7,89.72325,29,6.3,81.3,4622,2287,2335,67.6,35.0,0.84,10.60606061,47981.40666,82.1681,40.967049,4.7,0.6,10.8,9
Italy,2006,62.63575624,560,1.37,30.9,115.1911971,554,9.5,81.4,58430,28310,30120,197.4,41.2,0.37,10.51282051,42052.40309,40.0125,12.872448,4.2,0.9,5.8,1
Italy,2010,62.01385801,563,1.45,31.2,118.1,580,9.7,82.1,59822,28956,30866,202.1,42.5,0.42,5.640535373,42669.11211,58.9711,14.802574,3.7,0.9,6.0,5
Italy,2014,63.93926388,495,1.37,31.5,103.95,595,9.9,82.9,60323,29234,31089,203.8,44.0,-0.08,6.584723442,40939.70037,72.6141,16.910578,3.1,0.9,6.2,9
Italy,2006,49.07689921,560,1.37,30.9,115.1911971,554,9.5,81.4,58430,28310,30120,197.4,41.2,0.37,10.51282051,42052.40309,40.0125,12.872448,4.2,0.9,5.8,1
Italy,2010,48.20510258,563,1.45,31.2,118.1,580,9.7,82.1,59822,28956,30866,202.1,42.5,0.42,5.640535373,42669.11211,58.9711,14.802574,3.7,0.9,6.0,5
Italy,2014,49.05857409,495,1.37,31.5,103.95,595,9.9,82.9,60323,29234,31089,203.8,44.0,-0.08,6.584723442,40939.70037,72.6141,16.910578,3.1,0.9,6.2,9
Japan,2005,72.63916795,1102,1.27,30.0,103.2208532,1164,9.1,82.0,127798,62411,65388,339.1,42.4,0.07,32.82543889,39299.41339,57.0,39.939026,5.7,2.1,22.7,0
Japan,2006,73.09433063,1123,1.32,30.1,100.1455958,1167,9.1,82.4,127902,62426,65476,339.4,42.8,0.09,32.98083278,39276.00623,60.5,40.464294,5.8,2.0,22.2,1
Japan,2007,73.64369061,1124,1.34,30.2,99.14634584,1195,9.3,82.6,128006,62446,65561,339.7,43.1,0.07,31.7423231,39170.83127,62.1,41.024883,5.7,2.0,22.7,2
Japan,2008,73.79912664,1125,1.37,30.3,99.80758475,1233,9.6,82.6,128078,62452,65626,339.9,43.5,0.04,30.69439785,38855.89438,63.9,42.842262,5.8,2.0,22.3,3
Japan,2009,73.92209701,1105,1.37,30.4,94.01575,1235,9.6,83.0,128117,62444,65673,340.0,43.9,0.02,28.28492393,38299.65774,67.1,43.764038,5.6,2.0,22.8,4
Japan,2005,60.40701372,1102,1.27,30.0,103.2208532,1164,9.1,82.0,127798,62411,65388,339.1,42.4,0.07,32.82543889,39299.41339,57.0,39.939026,5.7,2.1,22.7,0
Japan,2006,60.40286725,1123,1.32,30.1,100.1455958,1167,9.1,82.4,127902,62426,65476,339.4,42.8,0.09,32.98083278,39276.00623,60.5,40.464294,5.8,2.0,22.2,1
Japan,2007,60.41289388,1124,1.34,30.2,99.14634584,1195,9.3,82.6,128006,62446,65561,339.7,43.1,0.07,31.7423231,39170.83127,62.1,41.024883,5.7,2.0,22.7,2
Japan,2008,60.17010496,1125,1.37,30.3,99.80758475,1233,9.6,82.6,128078,62452,65626,339.9,43.5,0.04,30.69439785,38855.89438,63.9,42.842262,5.8,2.0,22.3,3
Japan,2009,59.85520362,1105,1.37,30.4,94.01575,1235,9.6,83.0,128117,62444,65673,340.0,43.9,0.02,28.28492393,38299.65774,67.1,43.764038,5.6,2.0,22.8,4
Republic of Korea,2005,66.34602848,433,1.1,29.9,70.37861633,245,5.1,78.5,47890,23955,23934,484.0,33.6,0.32,39.61663236,34516.49977,92.73207761,31.619953,6.5,2.6,31.6,0
Republic of Korea,2006,66.39650255,440,1.13,30.1,75.07737978,244,5.1,79.1,48049,24015,24034,485.6,34.2,0.35,39.77414431,34961.13978,93.99318525,33.070503,6.8,2.5,27.8,1
Republic of Korea,2007,66.4136203,461,1.19,30.3,82.57903882,247,5.1,79.5,48221,24084,24136,487.4,34.8,0.36,38.16206428,35717.36758,94.13277834,34.814022,7.0,2.5,30.3,2
Republic of Korea,2008,66.15237807,449,1.18,30.4,88.43330648,247,5.1,80.0,48399,24156,24242,489.2,35.5,0.38,39.03744173,35610.86527,94.27491965,36.669804,6.6,2.4,30.3,3
Republic of Korea,2009,65.51192898,439,1.17,30.6,89.21799567,247,5.1,80.6,48588,24234,24354,491.1,36.1,0.41,38.6146827,35795.43898,95.90486133,38.470245,6.2,2.5,35.3,4
Republic of Korea,2010,65.88746767,453,1.22,30.8,91.17946536,256,5.2,80.8,48813,24332,24481,493.3,36.6,0.52,39.60585734,36357.64976,96.83910415,39.044632,6.5,2.3,35.0,5
Republic of Korea,2011,66.21974348,459,1.25,31.0,95.64115034,259,5.3,81.2,49170,24520,24650,497.0,37.3,0.94,36.5642295,36834.50954,97.23167946,40.381783,6.6,2.3,34.7,6
Republic of Korea,2012,66.52997314,461,1.26,31.1,96.81843741,268,5.4,81.3,49634,24780,24854,501.6,37.9,0.94,36.29852997,36293.25224,97.34970774,41.746613,6.5,2.3,30.3,7
Republic of Korea,2013,66.77829148,440,1.21,31.3,95.76956784,268,5.4,81.9,50098,25040,25059,506.3,38.6,0.92,36.59963437,37209.09411,98.14339821,43.075195,6.4,2.3,29.8,8
Republic of Korea,2014,68.02445942,432,1.2,31.5,97.27157135,269,5.3,82.4,50558,25296,25262,511.0,39.2,0.91,36.65317614,37286.95007,98.48694292,44.49865,6.0,2.3,27.6,9
Republic of Korea,2015,68.43626616,426,1.2,31.7,100.0,279,5.5,82.6,50994,25538,25456,515.4,39.9,0.81,37.17628175,38323.14955,98.78346936,45.356678,5.9,2.1,26.8,10
Republic of Korea,2016,68.68374927,400,1.15,31.9,101.6215559,284,5.5,82.9,51310,25698,25612,518.6,40.5,0.43,36.66666667,39446.5165,99.1944483,46.643951,5.5,2.1,25.5,11
Republic of Korea,2017,69.23625677,361,1.05,32.1,102.8535534,288,5.6,83.3,51512,25782,25730,520.6,41.0,0.36,34.61738256,40374.01102,99.50465037,47.744724,5.2,2.1,23.8,12
Republic of Korea,2018,69.341149,329,0.97,32.4,104.2752643,302,5.9,83.3,51677,25848,25829,522.3,41.6,0.28,34.10731095,41765.22889,99.47817968,49.008511,5.0,2.1,25.5,13
Republic of Korea,2019,69.48329786,306,0.91,32.6,103.9682781,309,6.0,83.7,51804,25894,25909,523.6,42.2,0.21,32.48044472,43199.51525,99.68928795,50.03104,4.7,2.2,25.4,14
Republic of Korea,2020,68.59805964,294,0.89,32.6,107.450748,321,6.2,83.6,51845,25902,25943,524.0,42.8,-0.05,31.48475223,43341.63014,99.74851416,50.708714,4.2,2.1,24.1,15
Republic of Korea,2005,62.2210737,433,1.1,29.9,70.37861633,245,5.1,78.5,47890,23955,23934,484.0,33.6,0.32,39.61663236,34516.49977,92.73207761,31.619953,6.5,2.6,31.6,0
Republic of Korea,2006,62.18649465,440,1.13,30.1,75.07737978,244,5.1,79.1,48049,24015,24034,485.6,34.2,0.35,39.77414431,34961.13978,93.99318525,33.070503,6.8,2.5,27.8,1
Republic of Korea,2007,62.15310518,461,1.19,30.3,82.57903882,247,5.1,79.5,48221,24084,24136,487.4,34.8,0.36,38.16206428,35717.36758,94.13277834,34.814022,7.0,2.5,30.3,2
Republic of Korea,2008,61.72317129,449,1.18,30.4,88.43330648,247,5.1,80.0,48399,24156,24242,489.2,35.5,0.38,39.03744173,35610.86527,94.27491965,36.669804,6.6,2.4,30.3,3
Republic of Korea,2009,60.99465427,439,1.17,30.6,89.21799567,247,5.1,80.6,48588,24234,24354,491.1,36.1,0.41,38.6146827,35795.43898,95.90486133,38.470245,6.2,2.5,35.3,4
Republic of Korea,2010,61.1313327,453,1.22,30.8,91.17946536,256,5.2,80.8,48813,24332,24481,493.3,36.6,0.52,39.60585734,36357.64976,96.83910415,39.044632,6.5,2.3,35.0,5
Republic of Korea,2011,61.34496015,459,1.25,31.0,95.64115034,259,5.3,81.2,49170,24520,24650,497.0,37.3,0.94,36.5642295,36834.50954,97.23167946,40.381783,6.6,2.3,34.7,6
Republic of Korea,2012,61.59262024,461,1.26,31.1,96.81843741,268,5.4,81.3,49634,24780,24854,501.6,37.9,0.94,36.29852997,36293.25224,97.34970774,41.746613,6.5,2.3,30.3,7
Republic of Korea,2013,61.71525989,440,1.21,31.3,95.76956784,268,5.4,81.9,50098,25040,25059,506.3,38.6,0.92,36.59963437,37209.09411,98.14339821,43.075195,6.4,2.3,29.8,8
Republic of Korea,2014,62.7073258,432,1.2,31.5,97.27157135,269,5.3,82.4,50558,25296,25262,511.0,39.2,0.91,36.65317614,37286.95007,98.48694292,44.49865,6.0,2.3,27.6,9
Republic of Korea,2015,62.79689336,426,1.2,31.7,100.0,279,5.5,82.6,50994,25538,25456,515.4,39.9,0.81,37.17628175,38323.14955,98.78346936,45.356678,5.9,2.1,26.8,10
Republic of Korea,2016,62.87773046,400,1.15,31.9,101.6215559,284,5.5,82.9,51310,25698,25612,518.6,40.5,0.43,36.66666667,39446.5165,99.1944483,46.643951,5.5,2.1,25.5,11
Republic of Korea,2017,63.16332115,361,1.05,32.1,102.8535534,288,5.6,83.3,51512,25782,25730,520.6,41.0,0.36,34.61738256,40374.01102,99.50465037,47.744724,5.2,2.1,23.8,12
Republic of Korea,2018,63.13821504,329,0.97,32.4,104.2752643,302,5.9,83.3,51677,25848,25829,522.3,41.6,0.28,34.10731095,41765.22889,99.47817968,49.008511,5.0,2.1,25.5,13
Republic of Korea,2019,63.33456936,306,0.91,32.6,103.9682781,309,6.0,83.7,51804,25894,25909,523.6,42.2,0.21,32.48044472,43199.51525,99.68928795,50.03104,4.7,2.2,25.4,14
